id,外貌,星座,状态,性格,消费观念,是否接收私房钱,收入,男生收入,男生消费情况,男生颜值,结果
107,1,4,1,1,1,1,3,2,1,1,2
107,1,4,1,1,1,1,3,2,1,2,2
107,1,4,1,1,1,1,3,2,2,1,3
107,1,4,1,1,1,1,3,2,2,2,3
108,2,1,1,1,1,2,3,1,1,1,5
108,2,1,1,1,1,2,3,1,1,2,4
108,2,1,1,1,1,2,3,1,2,1,3
108,2,1,1,1,1,2,3,1,2,2,3
108,2,1,1,1,1,2,3,2,1,1,2
108,2,1,1,1,1,2,3,2,1,2,4
108,2,1,1,1,1,2,3,2,2,1,5
108,2,1,1,1,1,2,3,2,2,2,2
110,2,4,1,1,1,2,2,1,1,1,1
110,2,4,1,1,1,2,2,1,1,2,1
110,2,4,1,1,1,2,2,1,2,1,1
110,2,4,1,1,1,2,2,1,2,2,1
110,2,4,1,1,1,2,2,2,1,1,2
110,2,4,1,1,1,2,2,2,1,2,2
110,2,4,1,1,1,2,2,2,2,1,2
110,2,4,1,1,1,2,2,2,2,2,2
